,0,1
870,Tufted Titmouse,"[{'images': ['https://images.unsplash.com/photo-1592072331222-fe1c69fa2818', 'https://images.unsplash.com/photo-1645662174339-787f99b442d9'], 'lengthMin': '14', 'lengthMax': '16', 'name': 'Tufted Titmouse', 'wingspanMin': '20', 'id': 419, 'wingspanMax': '26', 'sciName': 'Baeolophus bicolor', 'region': ['North America'], 'family': 'Paridae', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
871,Tundra Swan,"[{'images': ['https://images.unsplash.com/photo-1626405687101-0d7ec3acdc10', 'https://images.unsplash.com/photo-1626405687098-89ac5d6a6252'], 'lengthMin': '120', 'lengthMax': '147', 'name': 'Tundra Swan', 'id': 12, 'family': 'Anatidae', 'region': ['North America', 'Western Europe'], 'sciName': 'Cygnus columbianus', 'order': 'Anseriformes', 'status': 'Low Concern'}]"
872,Variable Sunbird,[]
873,Veery,[]
874,Velvet-fronted Nuthatch,[]
875,Verdin,[]
876,Vernal Hanging-Parrot,[]
877,Vesper Sparrow,"[{'images': ['https://images.unsplash.com/photo-1655906516462-5964c7b76ed3', 'https://images.unsplash.com/photo-1655906499072-0fcdeb222930', 'https://images.unsplash.com/photo-1655044295530-5c4078208a2c'], 'lengthMin': '13', 'lengthMax': '16', 'name': 'Vesper Sparrow', 'id': 533, 'family': 'Passerellidae', 'region': ['North America'], 'sciName': 'Pooecetes gramineus', 'order': 'Passeriformes', 'status': 'Low Concern', 'recordings': [{'date': '2013-04-10', 'loc': 'south of Arizona City, Pinal County, Arizona', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'flight call', 'ssp': '', 'gen': 'Pooecetes', 'rec': 'Paul Marvin', 'rmk': 'a few birds called on ground and then called  in flight after a few calls', 'file': 'https://xeno-canto.org/140478/download', 'playback-used': 'no', 'uploaded': '2013-06-28', 'id': '140478', 'sp': 'gramineus', 'lat': '32.6743', 'lng': '-111.6589', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140478-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140478-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140478-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140478-full.png'}, 'length': '0:13', 'alt': '480', 'cnt': 'United States', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/140478', 'q': 'A', 'time': '08:45', 'file-name': 'XC140478-Vesper Sparrow a few birds on ground and then in flight AZ, Santa Cruz Flats, April 10, 2013, 0845 AM.mp3'}, {'date': '2015-05-04', 'loc': 'Superior, Boulder County, Colorado', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rmk': 'This Vesper Sparrow was singing a rather soft song in light drizzle.', 'ssp': '', 'rec': 'Ted Floyd', 'gen': 'Pooecetes', 'file': 'https://xeno-canto.org/239935/download', 'playback-used': 'no', 'uploaded': '2015-05-05', 'id': '239935', 'sp': 'gramineus', 'lat': '39.9305', 'lng': '-105.1695', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:05', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC239935-small.png', 'large': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC239935-large.png', 'med': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC239935-med.png', 'full': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC239935-full.png'}, 'alt': '1700', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/239935', 'q': 'A', 'time': '08:12', 'file-name': 'XC239935-VeSp 2015-05-04-0812 Colo-Boul-Coal.mp3'}, {'date': '2015-04-20', 'loc': 'Gunnison State Wildlife Area, Gunnison County, Colorado', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-nd/4.0/', 'type': 'song', 'gen': 'Pooecetes', 'rmk': '', 'ssp': 'confinis?', 'rec': 'Frank Lambert', 'file': 'https://xeno-canto.org/366653/download', 'playback-used': 'no', 'uploaded': '2017-04-27', 'id': '366653', 'sp': 'gramineus', 'lat': '38.5231', 'lng': '-107.0411', 'bird-seen': 'yes', 'alt': '2400', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC366653-small.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC366653-large.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC366653-med.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC366653-full.png'}, 'length': '0:26', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/366653', 'q': 'A', 'time': '09:14', 'file-name': 'XC366653-Pooecetes_gramineus_(confinis)-FL song Gunnison State Wildlife Area 20Apr15 9.14am LS115628a.mp3'}, {'date': '2017-05-19', 'loc': 'Swauk Prarie, Kittitas County, Washington', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'ssp': '', 'rec': 'Bruce Lagerquist', 'gen': 'Pooecetes', 'rmk': 'Bird perched  on a barbed wire  fence located just off the road in a grassy meadow.', 'file': 'https://xeno-canto.org/371330/download', 'uploaded': '2017-05-22', 'playback-used': 'no', 'id': '371330', 'sp': 'gramineus', 'lat': '47.204', 'lng': '-120.727', 'bird-seen': 'yes', 'alt': '750', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC371330-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC371330-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC371330-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC371330-full.png'}, 'length': '0:19', 'cnt': 'United States', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/371330', 'q': 'A', 'time': '13:30', 'file-name': 'XC371330-170519_02 Vesper Sparrow.mp3'}, {'date': '2018-05-31', 'loc': 'Longmont, Boulder County, Colorado', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rmk': 'A Vesper Sparrow singing from a trailside shrub in the prairie.', 'gen': 'Pooecetes', 'ssp': '', 'rec': 'Ted Floyd', 'file': 'https://xeno-canto.org/418910/download', 'uploaded': '2018-06-06', 'playback-used': 'no', 'id': '418910', 'sp': 'gramineus', 'lat': '40.0694', 'lng': '-105.1575', 'bird-seen': 'yes', 'alt': '1700', 'cnt': 'United States', 'length': '0:06', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC418910-small.png', 'large': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC418910-large.png', 'med': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC418910-med.png', 'full': '//xeno-canto.org/sounds/uploaded/KADPGEQPZI/ffts/XC418910-full.png'}, 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/418910', 'q': 'A', 'file-name': 'XC418910-Vesper Sparrow, May 31,  0745.mp3', 'time': '07:45'}, {'date': '2020-04-04', 'loc': 'Trout Brook Valley Conservation Area, Easton, Fairfield County, Connecticut', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, flight call', 'ssp': '', 'rec': 'Jeremy Nance', 'rmk': 'Giving flight call while perched in vines in a hedgerow by a farm field.  This bird is an overwintering individual that has been here since at least December. Recording unmodified, made with Olympus WS-823.', 'gen': 'Pooecetes', 'file': 'https://xeno-canto.org/541648/download', 'playback-used': 'no', 'uploaded': '2020-04-04', 'id': '541648', 'sp': 'gramineus', 'lat': '41.2576', 'lng': '-73.3459', 'bird-seen': 'yes', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FBRVKLFDQO/ffts/XC541648-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FBRVKLFDQO/ffts/XC541648-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FBRVKLFDQO/ffts/XC541648-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FBRVKLFDQO/ffts/XC541648-full.png'}, 'alt': '100', 'length': '0:07', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/541648', 'q': 'A', 'time': '10:30', 'file-name': 'XC541648-VESP040420TBV.MP3'}, {'date': '2019-04-23', 'loc': 'Pisgah NF - Max Patch Mountain', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'canto', 'ssp': '', 'gen': 'Pooecetes', 'rmk': '', 'rec': 'Caio Brito', 'file': 'https://xeno-canto.org/556522/download', 'playback-used': 'no', 'uploaded': '2020-05-10', 'id': '556522', 'sp': 'gramineus', 'lat': '35.79734', 'lng': '-82.95634', 'bird-seen': 'yes', 'length': '0:16', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC556522-small.png', 'large': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC556522-large.png', 'med': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC556522-med.png', 'full': '//xeno-canto.org/sounds/uploaded/YWWWUBVAJF/ffts/XC556522-full.png'}, 'alt': '1400', 'cnt': 'United States', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/556522', 'q': 'A', 'time': '10:30', 'file-name': 'XC556522-Pooecetes gramineus - Caio Brito (Asheville-NC)_BRITO,3653.mp3'}, {'date': '2020-05-20', 'loc': 'Indian Creek Reservoir, Alpine County, California', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, male, song', 'ssp': '', 'rmk': 'Tascam DR-05\r\nAudacity', 'rec': 'Ron Overholtz', 'gen': 'Pooecetes', 'file': 'https://xeno-canto.org/560511/download', 'uploaded': '2020-05-22', 'playback-used': 'no', 'id': '560511', 'sp': 'gramineus', 'lat': '38.7442', 'lng': '-119.7827', 'bird-seen': 'yes', 'alt': '1700', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/OCGLDSUVRE/ffts/XC560511-small.png', 'large': '//xeno-canto.org/sounds/uploaded/OCGLDSUVRE/ffts/XC560511-large.png', 'med': '//xeno-canto.org/sounds/uploaded/OCGLDSUVRE/ffts/XC560511-med.png', 'full': '//xeno-canto.org/sounds/uploaded/OCGLDSUVRE/ffts/XC560511-full.png'}, 'cnt': 'United States', 'length': '0:19', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/560511', 'q': 'no score', 'time': '01:30', 'file-name': 'XC560511-Vesper Sparrow Pooecetes gramineusIndian Creek Road, Alpine Co. CA 5-20-2020.mp3'}, {'date': '2020-03-20', 'loc': 'State Line Road, Hidalgo County, New Mexico', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'rec': 'Richard E. Webster', 'gen': 'Pooecetes', 'ssp': '', 'rmk': 'seeps from a wintering bird on a 0.5 m shrub;', 'file': 'https://xeno-canto.org/611675/download', 'playback-used': 'no', 'uploaded': '2020-12-30', 'id': '611675', 'sp': 'gramineus', 'lat': '31.864', 'lng': '-109.047', 'bird-seen': 'yes', 'alt': '1200', 'length': '0:07', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC611675-small.png', 'large': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC611675-large.png', 'med': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC611675-med.png', 'full': '//xeno-canto.org/sounds/uploaded/KZYUWIRZVH/ffts/XC611675-full.png'}, 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/611675', 'q': 'A', 'file-name': 'XC611675-SPARROW_Vesper_c State Line Rd NM 1200m 032020 0836.mp3', 'time': '08:36'}, {'date': '2022-03-25', 'loc': 'Quilomene Wildlife Area, Kittitas County, Washington', 'birdId': 533, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, song', 'rec': 'Bruce Lagerquist', 'rmk': 'Bird singing unseen in open sage habitat.', 'gen': 'Pooecetes', 'ssp': '', 'file': 'https://xeno-canto.org/714140/download', 'playback-used': 'no', 'uploaded': '2022-04-09', 'id': '714140', 'sp': 'gramineus', 'lat': '46.9599', 'lng': '-120.1443', 'bird-seen': 'no', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC714140-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC714140-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC714140-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC714140-full.png'}, 'alt': '650', 'length': '0:18', 'en': 'Vesper Sparrow', 'also': [''], 'url': '//xeno-canto.org/714140', 'q': 'A', 'file-name': 'XC714140-032522 1206 Vesper Sparrow.mp3', 'time': '12:06'}]}]"
878,Village Weaver,[]
879,Violet-backed Starling,[]
880,Violet-green Swallow,"[{'images': ['https://images.unsplash.com/photo-1656292322562-2ce90085025e'], 'name': 'Violet-green Swallow', 'id': 426, 'family': 'Hirundinidae', 'sciName': 'Tachycineta thalassina', 'region': ['North America'], 'order': 'Passeriformes', 'status': 'Low Concern'}]"
881,Vitelline Masked-Weaver,[]
882,Waller's Starling,[]
883,Wandering Tattler,"[{'images': ['https://storage.googleapis.com/nuthatch-images/WanderingTattler.jpg', 'https://images.unsplash.com/photo-1603316117302-20f430859e61'], 'lengthMin': '26', 'lengthMax': '30', 'name': 'Wandering Tattler', 'wingspanMin': '50', 'id': 174, 'wingspanMax': '55', 'sciName': 'Tringa incana', 'region': ['North America'], 'family': 'Scolopacidae', 'order': 'Charadriiformes', 'status': 'Restricted Range', 'recordings': [{'date': '2012-07-21', 'loc': 'St. Paul Island, Alaska', 'birdId': 174, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'Call', 'rec': ""Ryan P. O'Donnell"", 'rmk': 'Interval between two calls shortened.', 'ssp': '', 'gen': 'Tringa', 'file': 'https://xeno-canto.org/106044/download', 'uploaded': '2012-07-24', 'playback-used': 'unknown', 'id': '106044', 'sp': 'incana', 'lat': '57.1794361045385', 'lng': '-170.285339355469', 'bird-seen': 'unknown', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC106044-small.png', 'large': '//xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC106044-large.png', 'med': '//xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC106044-med.png', 'full': '//xeno-canto.org/sounds/uploaded/SDXVTLDNGJ/ffts/XC106044-full.png'}, 'cnt': 'United States', 'alt': '2', 'length': '0:17', 'en': 'Wandering Tattler', 'also': ['Aethia pusilla', 'Calcarius lapponicus'], 'url': '//xeno-canto.org/106044', 'q': 'A', 'time': '14:15', 'file-name': '0283 Wandering Tattler.mp3'}, {'date': '2013-04-01', 'loc': 'north jetty, Mission Beach, San Diego County, California', 'birdId': 174, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'call', 'rec': 'Paul Marvin', 'gen': 'Tringa', 'rmk': 'on jetty by ocean', 'ssp': '', 'file': 'https://xeno-canto.org/140489/download', 'playback-used': 'no', 'uploaded': '2013-06-28', 'id': '140489', 'sp': 'incana', 'lat': '32.759', 'lng': '-117.256', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:25', 'alt': '0', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140489-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140489-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140489-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC140489-full.png'}, 'en': 'Wandering Tattler', 'also': [''], 'url': '//xeno-canto.org/140489', 'q': 'B', 'time': '09:01', 'file-name': 'XC140489-Wandering Tattler CA, North Jetty, Mission Beach, April 01, 2013, 0901 AM.mp3'}, {'date': '2017-06-08', 'loc': 'Safety Sound, Nome Census Area, Alaska', 'birdId': 174, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'gen': 'Tringa', 'rmk': '', 'ssp': '', 'rec': 'Patrik Åberg', 'file': 'https://xeno-canto.org/406237/download', 'uploaded': '2018-03-17', 'playback-used': 'no', 'id': '406237', 'sp': 'incana', 'lat': '64.4669', 'lng': '-164.7537', 'bird-seen': 'yes', 'alt': '0', 'cnt': 'United States', 'length': '0:06', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC406237-small.png', 'large': '//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC406237-large.png', 'med': '//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC406237-med.png', 'full': '//xeno-canto.org/sounds/uploaded/BPSDQEOJWG/ffts/XC406237-full.png'}, 'en': 'Wandering Tattler', 'also': [''], 'url': '//xeno-canto.org/406237', 'q': 'C', 'file-name': 'XC406237-Wandring Tattler-lockläte-Safety Sound, Nome Alaska-(2017-06-08 14.11)-[0.07]-LS141097.mp3', 'time': '14:11'}, {'date': '2018-05-26', 'loc': 'Sinuk River, Teller Rd, Nome, Alaska', 'birdId': 174, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'ssp': '', 'rec': 'Steve Hampton', 'gen': 'Tringa', 'rmk': '', 'file': 'https://xeno-canto.org/420226/download', 'playback-used': 'no', 'uploaded': '2018-06-13', 'id': '420226', 'sp': 'incana', 'lat': '64.7185', 'lng': '-165.9233', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC420226-small.png', 'large': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC420226-large.png', 'med': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC420226-med.png', 'full': '//xeno-canto.org/sounds/uploaded/BUGKVZBWKF/ffts/XC420226-full.png'}, 'length': '0:07', 'cnt': 'United States', 'alt': '40', 'en': 'Wandering Tattler', 'also': [''], 'url': '//xeno-canto.org/420226', 'q': 'A', 'time': '13:30', 'file-name': 'XC420226-DR0000_0685.mp3'}, {'date': '2020-05-27', 'loc': 'Roche Moutonnee, North Slope, Alaska', 'birdId': 174, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, alarm call, sex uncertain', 'rec': 'Seth Beaudreault, Toolik Field Station', 'rmk': '', 'gen': 'Tringa', 'ssp': '', 'file': 'https://xeno-canto.org/591481/download', 'playback-used': 'unknown', 'uploaded': '2020-09-28', 'id': '591481', 'sp': 'incana', 'lat': '68.3748', 'lng': '-149.3206', 'bird-seen': 'unknown', 'cnt': 'United States', 'length': '0:14', 'alt': '800', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/TZWMNBTMOK/ffts/XC591481-small.png', 'large': '//xeno-canto.org/sounds/uploaded/TZWMNBTMOK/ffts/XC591481-large.png', 'med': '//xeno-canto.org/sounds/uploaded/TZWMNBTMOK/ffts/XC591481-med.png', 'full': '//xeno-canto.org/sounds/uploaded/TZWMNBTMOK/ffts/XC591481-full.png'}, 'en': 'Wandering Tattler', 'also': [''], 'url': '//xeno-canto.org/591481', 'q': 'B', 'file-name': 'XC591481-2020 05 27 01 - WANDERING TATTLER.mp3', 'time': '07:30'}]}]"
884,Warbling Vireo,[]
885,Warbling White-eye,[]
886,Wayanad Laughingthrush,[]
887,Wedge-billed Woodcreeper,[]
888,Wedge-tailed Shearwater,[]
889,Western Bluebird,"[{'images': ['https://images.unsplash.com/photo-1654216586449-be8acdee4a97'], 'lengthMin': '16', 'lengthMax': '19', 'name': 'Western Bluebird', 'wingspanMin': '29', 'id': 467, 'wingspanMax': '34', 'sciName': 'Sialia mexicana', 'region': ['North America'], 'family': 'Turdidae', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
890,Western Grebe,[]
891,Western Kingbird,"[{'images': ['https://storage.googleapis.com/nuthatch-images/WesternKingbird.jpg'], 'lengthMin': '20', 'lengthMax': '24', 'name': 'Western Kingbird', 'wingspanMin': '38', 'wingspanMax': '41', 'id': 376, 'family': 'Tyrannidae', 'region': ['North America'], 'sciName': 'Tyrannus verticalis', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
892,Western Meadowlark,"[{'images': ['https://images.unsplash.com/photo-1650943329713-14ddc140896e'], 'lengthMin': '16', 'lengthMax': '26', 'name': 'Western Meadowlark', 'id': 554, 'sciName': 'Sturnella neglecta', 'region': ['North America'], 'family': 'Icteridae', 'order': 'Passeriformes', 'status': 'Low Concern'}]"
893,Western Sandpiper,[]
